,permalink,name,homepage_url,category_list, market , funding_total_usd ,status,country_code,state_code,region,city,funding_rounds,founded_at,founded_month,founded_quarter,founded_year,first_funding_at,last_funding_at
2355,/organization/amsc,AMSC,http://www.amsc.com,|Clean Technology|, Clean Technology ," 25,000,000 ",operating,USA,MA,Boston,Devens,1.0,1987-01-01,1987-01,1987-Q1,1987.0,2012-04-20,2012-04-20
12238,/organization/dr-tariff,Dr. Tariff,http://drtariff.com/,,," 25,000 ",,RUS,,Moscow,Moscow,1.0,,,,,2013-12-01,2013-12-01
26181,/organization/memed,MeMed,http://www.me-med.com,|Health Care|, Health Care , -   ,operating,ISR,,ISR - Other,Tirat Carmel,1.0,2009-01-01,2009-01,2009-Q1,2009.0,2011-09-01,2011-09-01
42991,/organization/theramyt-novobiologics,Theramyt Novobiologics,http://theramyt.com,|Biotechnology|, Biotechnology ," 4,500,000 ",operating,,,,,1.0,2013-01-01,2013-01,2013-Q1,2013.0,2013-10-11,2013-10-11
31058,/organization/owlin,Owlin,http://www.owlin.com,|Finance|Finance Technology|Social Media|Analytics|, Finance Technology ," 250,000 ",operating,NLD,,Utrecht,Utrecht,1.0,2012-06-12,2012-06,2012-Q2,2012.0,2012-12-11,2012-12-11
35363,/organization/reinnervate,ReInnervate,http://www.reinnervate.com,|Biotechnology|, Biotechnology ," 4,734,165 ",acquired,GBR,,GBR - Other,Sedgefield,2.0,2002-01-01,2002-01,2002-Q1,2002.0,2010-05-28,2011-12-20
3010,/organization/apture,Apture,http://apture.com,|Advertising|Publishing|Blogging Platforms|Curated Web|, Curated Web ," 4,600,000 ",acquired,USA,CA,SF Bay Area,San Francisco,2.0,2007-06-01,2007-06,2007-Q2,2007.0,2007-07-01,2009-03-17
43885,/organization/transcardiac-therapeutics,TransCardiac Therapeutics,http://transcardiac.com,|Biotechnology|, Biotechnology ," 200,000 ",operating,USA,GA,Atlanta,Atlanta,1.0,2003-01-01,2003-01,2003-Q1,2003.0,2009-07-30,2009-07-30
35170,/organization/redapt,Redapt,http://www.redapt.com,|Cloud Computing|Data Center Infrastructure|Web Hosting|, Data Center Infrastructure ," 40,000,000 ",operating,USA,WA,Seattle,Redmond,1.0,1996-01-01,1996-01,1996-Q1,1996.0,2012-03-14,2012-03-14
9247,/organization/colabo,Colabo,http://colabo.com,|Enterprises|B2B|Big Data|Analytics|Enterprise Software|, Enterprise Software ," 1,500,000 ",,USA,CA,SF Bay Area,San Carlos,1.0,2010-01-01,2010-01,2010-Q1,2010.0,2014-05-07,2014-05-07
26806,/organization/minomonsters,MinoMonsters,http://minomonsters.com,|Games|, Games ," 1,168,000 ",operating,USA,CA,SF Bay Area,San Francisco,3.0,2011-01-01,2011-01,2011-Q1,2011.0,2011-01-01,2011-11-10
30972,/organization/our-family-kitchen,Our Family Kitchen,,|Hospitality|, Hospitality ," 325,000 ",operating,USA,TX,TX - Other,Rockport,1.0,2014-02-01,2014-02,2014-Q1,2014.0,2014-03-25,2014-03-25
30122,/organization/oktalogic,Oktalogic,http://www.oktalogic.com,|Hardware + Software|, Hardware + Software ," 880,530 ",operating,FRA,,Montpellier,Montpellier,1.0,2005-01-01,2005-01,2005-Q1,2005.0,2010-07-06,2010-07-06
22906,/organization/kitenga,Kitenga,http://www.kitenga.com,|Big Data|Analytics|Software|, Big Data ," 200,000 ",acquired,USA,CA,SF Bay Area,Santa Clara,1.0,2003-10-01,2003-10,2003-Q4,2003.0,2010-01-04,2010-01-04
21382,/organization/inwebo-technologies,inWebo Technologies,http://www.inwebo.com,|Identity Management|Security|, Identity Management ," 780,000 ",operating,USA,CA,SF Bay Area,Sunnyvale,1.0,2008-04-01,2008-04,2008-Q2,2008.0,2013-04-15,2013-04-15
33172,/organization/powercloud-systems,PowerCloud Systems,http://www.powercloudsystems.com,|Wireless|Cloud Management|Cloud Computing|Networking|Software|, Wireless ," 6,000,000 ",acquired,USA,CA,SF Bay Area,Palo Alto,2.0,2008-01-01,2008-01,2008-Q1,2008.0,2010-12-01,2011-12-14
21815,/organization/j-g-ink,J.G. ink,http://jginkcreative.com/,|Printing|Graphics|Web Design|, Web Design , -   ,operating,USA,PA,PA - Other,Huntingdon,1.0,2011-11-19,2011-11,2011-Q4,2011.0,2011-11-19,2011-11-19
1205,/organization/advance-medical,ADVANCE Medical,,|Health Care|, Health Care ," 26,000,000 ",operating,,,,,2.0,,,,,2011-05-31,2013-09-04
8560,/organization/classwallet,ClassWallet,https://www.classwallet.com/,|Software|Finance|Education|, Finance ," 1,835,000 ",operating,USA,FL,Miami,Miami,3.0,2014-09-01,2014-09,2014-Q3,2014.0,2013-08-06,2014-03-05
36440,/organization/runtastic,Runtastic,http://www.runtastic.com,|World Domination|Startups|Technology|Android|iPhone|Mobile|Nutrition|Exercise|Social Network Media|Tracking|Gps|Sports|Fitness|Health and Wellness|, Sports ," 214,185 ",operating,AUT,,AUT - Other,Pasching,3.0,2009-10-10,2009-10,2009-Q4,2009.0,2010-01-19,2012-05-01
3407,/organization/ascendify,Ascendify,http://www.ascendify.com,|Cloud Computing|Human Resources|Career Management|Social Recruiting|Software|, Software ," 1,000,000 ",operating,USA,CA,SF Bay Area,San Francisco,1.0,2012-06-01,2012-06,2012-Q2,2012.0,2013-04-09,2013-04-09
436,/organization/99degrees-custom,99degrees Custom,http://www.99degreescustom.com,,," 500,000 ",operating,USA,MA,Boston,Lawrence,2.0,,,,,2013-10-30,2014-11-07
11431,/organization/dermira,Dermira,http://www.dermira.com,|Biotechnology|, Biotechnology ," 128,000,000 ",operating,USA,CA,SF Bay Area,Redwood City,3.0,2010-01-01,2010-01,2010-Q1,2010.0,2011-10-20,2014-08-19
49411,/organization/zygo,Zygo Communications,http://www.zygocommunications.com/who,|SMS|Mobile|, Mobile , -   ,closed,GBR,,London,London,1.0,2005-06-21,2005-06,2005-Q2,2005.0,2007-11-19,2007-11-19
13695,/organization/enstratus,Enstratius,http://www.enstratius.com,|Cloud Management|Security|Cloud Computing|Enterprise Software|, Cloud Computing ," 3,500,000 ",acquired,USA,MN,Minneapolis,Minneapolis,1.0,2009-01-01,2009-01,2009-Q1,2009.0,2011-11-07,2011-11-07
3078,/organization/arbella-insurance-foundation,Arbella Insurance Foundation,http://arbella.com,|Finance|, Finance ," 45,000 ",operating,USA,MA,Boston,Quincy,1.0,1988-01-01,1988-01,1988-Q1,1988.0,2013-11-01,2013-11-01
25929,/organization/medical-connections,Medical Connections,http://medicalconnections.com,|Biotechnology|, Biotechnology ," 51,050 ",operating,USA,FL,Palm Beaches,Boca Raton,1.0,2002-01-01,2002-01,2002-Q1,2002.0,2010-08-26,2010-08-26
10809,/organization/cytimmune-sciences,CYTIMMUNE SCIENCES,http://www.cytimmune.com,|Biotechnology|, Biotechnology ," 7,499,990 ",operating,USA,MD,"Washington, D.C.",Rockville,4.0,,,,,2010-01-12,2014-09-18
21836,/organization/jackrabbit,Jackrabbit,http://www.jackrabbit.bz,|Clean Technology|, Clean Technology ," 17,700,000 ",operating,USA,CA,CA - Other,Ripon,1.0,1981-01-01,1981-01,1981-Q1,1981.0,2013-04-22,2013-04-22
9757,/organization/contestomatik,Contestomatik,http://www.contestomatik.com,|Polling|Photography|Gambling|Facebook Applications|Gamification|Internet|Mobile|Apps|Contests|Weddings|Promotional|Advertising|, Facebook Applications ," 336,000 ",operating,ESP,,Madrid,Madrid,1.0,2012-11-01,2012-11,2012-Q4,2012.0,2012-09-01,2012-09-01
21940,/organization/jdp-therapeutics,JDP Therapeutics,http://jdptherapeutics.com,|Biotechnology|, Biotechnology ," 675,000 ",operating,USA,PA,Philadelphia,Philadelphia,3.0,2008-01-01,2008-01,2008-Q1,2008.0,2010-10-12,2013-06-05
21501,/organization/iq-elite,IQ Elite,http://www.IQElite.com,|Match-Making|Social Search|Social Media|, Match-Making ," 336,405 ",operating,ESP,,Barcelona,Barcelona,3.0,2009-12-01,2009-12,2009-Q4,2009.0,2010-03-01,2011-09-15
36755,/organization/sanjet-technology,SanJet Technology,http://www.sanjetco.com,|Manufacturing|, Manufacturing , -   ,operating,TWN,,Taiwan,Hsinchu,1.0,2009-06-01,2009-06,2009-Q2,2009.0,2013-12-26,2013-12-26
26363,/organization/metacert,MetaCert,http://metacert.com,|Security|Mobile Security|, Security ," 740,000 ",operating,USA,CA,SF Bay Area,San Francisco,1.0,2011-03-01,2011-03,2011-Q1,2011.0,2012-07-25,2012-07-25
19932,/organization/ifrat-wars,iFrat Wars,http://www.iFratwars.com,|Colleges|Social Network Media|Social Media|, Social Media ," 10,000 ",operating,,,,,1.0,2007-10-01,2007-10,2007-Q4,2007.0,2007-01-01,2007-01-01
32425,/organization/pinta-biotherapeutics,Pinta Biotherapeutics*,,|Health Care|Biotechnology|Therapeutics|, Therapeutics ," 32,111,759 ",operating,USA,CA,SF Bay Area,Brisbane,5.0,2012-01-01,2012-01,2012-Q1,2012.0,2013-03-31,2014-01-13
25401,/organization/maples-esm-technologies,Maples ESM Technologies,http://www.maplesesm.com,|Consulting|, Consulting ," 4,000,000 ",operating,USA,NJ,Newark,Somerset,1.0,,,,,2005-12-15,2005-12-15
45679,/organization/vendasta,VendAsta,http://www.vendasta.com,|Software|, Software ," 10,886,360 ",operating,CAN,MB,Saskatoon,Saskatoon,2.0,2008-01-01,2008-01,2008-Q1,2008.0,2008-08-11,2013-03-18
52115,,,,,,,,,,,,,,,,,,
45827,/organization/versa-media,Versa,http://www.versahq.com,|Digital Media|Advertising|, Digital Media ," 2,000,000 ",operating,USA,NY,New York City,New York,3.0,2011-11-01,2011-11,2011-Q4,2011.0,2011-12-07,2014-01-30
17555,/organization/good-deal,Good Deal,http://gooddeal.es,|Sales and Marketing|Coupons|Shopping|Software|, Sales and Marketing ," 1,115,520 ",operating,ESP,,Barcelona,Barcelona,1.0,,,,,2011-02-14,2011-02-14
23058,/organization/ko-su,KO-SU,http://www.ko-su.com,|Mobile|, Mobile , -   ,operating,GBR,,London,London,1.0,2011-12-01,2011-12,2011-Q4,2011.0,2011-11-01,2011-11-01
7653,/organization/celer-logistics-group,Celer Logistics Group,,|Transportation|, Transportation , -   ,operating,USA,UT,UT - Other,Herriman,1.0,2013-02-25,2013-02,2013-Q1,2013.0,2013-11-25,2013-11-25
49292,/organization/zoom-media-marketing,Zoom Media & Marketing - United States,http://www.zoommedia.com,|Advertising|, Advertising ," 30,000,000 ",operating,USA,NY,New York City,New York,1.0,1991-01-01,1991-01,1991-Q1,1991.0,2009-03-01,2009-03-01
16346,/organization/fusionads,FusionAds,,|Mobile|, Mobile ," 50,000 ",operating,SGP,,Singapore,Singapore,1.0,2008-01-01,2008-01,2008-Q1,2008.0,2007-01-01,2007-01-01
20639,/organization/inmage-systems,InMage Systems,http://www.inmage.com,|Enterprise Software|Software|, Enterprise Software ," 35,856,605 ",acquired,USA,CA,SF Bay Area,San Jose,5.0,2001-01-01,2001-01,2001-Q1,2001.0,2003-12-12,2013-07-22
385,/organization/7digital,7digital,http://www.7digital.com/business,|Music|, Music ," 20,100,000 ",acquired,GBR,,London,London,4.0,2004-01-01,2004-01,2004-Q1,2004.0,2005-09-01,2013-11-25
27570,/organization/mosync,MoSync,http://www.mosync.com,|Software|Mobile|, Mobile , -   ,operating,SWE,,Stockholm,Stockholm,2.0,2004-11-01,2004-11,2004-Q4,2004.0,2007-01-01,2009-09-02
35345,/organization/registracija-vozila,registracija vozila,http://www.registracija-vozila.rs,|Internet|Hardware + Software|, Internet ," 3,235,500 ",operating,SRB,,Belgrade,Belgrade,1.0,2009-03-17,2009-03,2009-Q1,2009.0,2009-03-17,2009-03-17
21883,/organization/jammcard,Jammcard,http://www.jammcard.com,|Social Media|Music Services|Music|, Music ," 100,000 ",operating,COL,,COL - Other,Los Angeles,1.0,2013-09-27,2013-09,2013-Q3,2013.0,2014-07-22,2014-07-22
45197,/organization/upurskill,upurskill,,|E-Commerce|, E-Commerce ," 40,000 ",operating,USA,CA,San Diego,San Diego,1.0,2013-09-01,2013-09,2013-Q3,2013.0,2013-12-16,2013-12-16
52854,,,,,,,,,,,,,,,,,,
26929,/organization/mitomics,Mitomics,http://mitomicsinc.com,|Biotechnology|, Biotechnology ," 2,843,716 ",operating,CAN,AB,Thunder Bay,Thunder Bay,2.0,2001-01-01,2001-01,2001-Q1,2001.0,2010-12-09,2013-09-26
43053,/organization/vegibox-com,TheVegibox.com,http://www.thevegibox.com,|Local|Subscription Businesses|E-Commerce|, Local ," 32,155 ",closed,GBR,,Lymington,Lymington,1.0,2011-11-01,2011-11,2011-Q4,2011.0,2012-10-30,2012-10-30
28102,/organization/myos,MYOS,http://myoscorp.com,|Health and Wellness|, Health and Wellness ," 10,335,000 ",operating,USA,NJ,NJ - Other,Cedar Knolls,2.0,,,,,2012-07-11,2014-02-06
45942,/organization/viacyte,ViaCyte,http://www.viacyte.com,|Biotechnology|, Biotechnology ," 97,600,000 ",operating,USA,CA,San Diego,San Diego,6.0,1999-01-01,1999-01,1999-Q1,1999.0,2006-05-03,2014-09-11
29269,/organization/nimblefish,Nimblefish Technologies,http://www.nimblefish.com,|Advertising|, Advertising ," 12,950,000 ",acquired,USA,CA,SF Bay Area,San Francisco,2.0,1999-01-01,1999-01,1999-Q1,1999.0,2005-04-01,2009-11-12
16856,/organization/genymobile-inc,"Genymobile, Inc",http://www.genymobile.com,|Android|Developer Tools|Enterprise Software|, Android ," 2,000,000 ",operating,USA,CA,SF Bay Area,Redwood City,1.0,,,,,2014-09-17,2014-09-17
15299,/organization/firestorm-emergency-services,Firestorm Emergency Services,http://www.fsems.com,|Hardware + Software|, Hardware + Software ," 1,000,000 ",operating,USA,CA,Ontario - Inland Empire,Riverside,1.0,2008-01-01,2008-01,2008-Q1,2008.0,2009-09-30,2009-09-30
26799,/organization/minitime,MiniTime,http://www.minitime.com,|Travel|, Travel ," 1,000,000 ",operating,USA,CA,Los Angeles,Los Angeles,1.0,,,,,2012-11-18,2012-11-18
30841,/organization/origami-inc,Origami Inc.,http://origami.co,|E-Commerce|, E-Commerce ," 5,400,000 ",operating,JPN,,Tokyo,Tokyo,2.0,2012-01-01,2012-01,2012-Q1,2012.0,2012-01-01,2013-04-01
38507,/organization/simplybox,SimplyBox,http://www.simplybox.com,|Software|, Software ," 899,999 ",operating,USA,CA,SF Bay Area,Campbell,1.0,,,,,2009-06-18,2009-06-18
44922,/organization/un-lease-com,Un-Lease.com,http://www.un-lease.com,|Real Estate|, Real Estate ," 20,000 ",operating,CAN,ON,Toronto,Toronto,1.0,,,,,2013-11-12,2013-11-12
51669,,,,,,,,,,,,,,,,,,
24603,/organization/logoworks,Logoworks,http://www.logoworks.com,|Web Design|Design|Graphics|, Graphics ," 9,300,000 ",operating,USA,NY,New York City,New York,1.0,2000-01-01,2000-01,2000-Q1,2000.0,2005-06-20,2005-06-20
50342,,,,,,,,,,,,,,,,,,
33330,/organization/preo,Preo,http://getpreo.com,|Social Media|Brand Marketing|Restaurants|Mobile Payments|Point of Sale|Hospitality|Mobile|, Social Media ," 70,000 ",operating,USA,NY,New York City,New York,2.0,2011-11-10,2011-11,2011-Q4,2011.0,2013-05-16,2013-06-28
16480,/organization/game-ventures,Game Ventures,http://gameventures.com,|Virtual Worlds|Social Games|Games|, Social Games ," 620,000 ",operating,SGP,,Singapore,Singapore,1.0,2009-01-01,2009-01,2009-Q1,2009.0,2011-11-28,2011-11-28
10594,/organization/cull-micro-imaging,Cull Micro Imaging,http://www.cull.co.uk,|Hardware + Software|, Hardware + Software ," 460,000 ",operating,GBR,,Birkenhead,Birkenhead,1.0,1926-01-01,1926-01,1926-Q1,1926.0,2005-06-07,2005-06-07
48286,/organization/xoft,Xoft,http://www.xoftinc.com,,," 11,296,138 ",acquired,USA,CA,SF Bay Area,Sunnyvale,2.0,,,,,2009-06-12,2010-07-12
24470,/organization/localbacon,localbacon,http://www.localbacon.com,|Search|Employment|Curated Web|, Employment ," 875,000 ",operating,USA,NY,New York City,New York,1.0,2009-05-01,2009-05,2009-Q2,2009.0,2010-03-22,2010-03-22
39661,/organization/soocial,Soocial,http://www.soocial.com,|Databases|Synchronization|Contact Management|Mobile|, Databases ," 403,080 ",acquired,FRA,,Paris,Paris,1.0,2007-11-01,2007-11,2007-Q4,2007.0,2007-06-01,2007-06-01
492,/organization/a-p-pharma,A.P.Pharma,http://appharma.com,|Biotechnology|, Biotechnology ," 32,142,818 ",operating,USA,CA,SF Bay Area,Redwood City,2.0,,,,,2009-11-05,2011-07-11
8978,/organization/club-42cm,Club 42cm,,,," 1,800,000 ",operating,USA,CA,SF Bay Area,Los Gatos,1.0,,,,,2009-04-24,2009-04-24
16624,/organization/gbs,GBS,http://gbs.com,|Software|, Software ," 7,555,000 ",,USA,GA,Atlanta,Woodstock,1.0,,,,,2011-03-30,2011-03-30
8124,/organization/china-precision-technology,China Precision Technology,http://www.zxec.com/,|Semiconductors|, Semiconductors ," 4,062,799 ",operating,CHN,,Shanghai,Shanghai,1.0,,,,,2004-08-01,2004-08-01
49688,,,,,,,,,,,,,,,,,,
29667,/organization/nse-industry,Nse Industry,http://www.nseindustry.com/en/default.aspx,|Energy|, Energy , -   ,operating,ITA,,ITA - Other,San Miniato,1.0,,,,,2010-08-03,2010-08-03
4236,/organization/babil-games,Babil Games,http://babilgames.com,|Games|, Games ," 150,000 ",operating,ARE,,Dubai,Dubai,1.0,2012-11-01,2012-11,2012-Q4,2012.0,2012-01-01,2012-01-01
50066,,,,,,,,,,,,,,,,,,
15677,/organization/fluoresentric,Fluoresentric,http://fluoresentric.com,,," 578,800 ",operating,USA,UT,Salt Lake City,Park City,2.0,,,,,2014-09-08,2014-09-08
20349,/organization/incytu,InCytu,http://www.incytu.com,|Health Care|, Health Care ," 5,119,660 ",operating,USA,RI,Providence,Lincoln,2.0,,,,,2009-08-07,2012-01-13
21845,/organization/jade-magnet,Jade Magnet,http://www.jademagnet.com,|Sales and Marketing|Design|Advertising|, Advertising ," 200,000 ",operating,USA,CA,Bakersfield,California City,1.0,2009-10-15,2009-10,2009-Q4,2009.0,2009-01-01,2009-01-01
29646,/organization/viaforensics,NowSecure,http://viaforensics.com,|Software|Apps|Mobile Security|Technology|, Apps ," 12,500,000 ",operating,USA,IL,Chicago,Oak Park,2.0,2008-01-01,2008-01,2008-Q1,2008.0,2014-08-20,2014-12-02
6553,/organization/buddy,Buddy,http://buddy.com,|Mobile|Development Platforms|Cloud Data Services|Internet of Things|Enterprise Software|, Cloud Data Services ," 3,634,028 ",operating,USA,WA,Seattle,Seattle,4.0,2011-09-22,2011-09,2011-Q3,2011.0,2012-05-30,2014-05-13
26301,/organization/merku,Merku,http://merku.ru,,," 2,200 ",,RUS,,Novosibirsk,Novosibirsk,1.0,2013-01-01,2013-01,2013-Q1,2013.0,2013-09-10,2013-09-10
46256,/organization/virtual-bridges,Virtual Bridges,http://vbridges.com,|Virtualization|Software|, Software ," 4,000,000 ",operating,USA,TX,Austin,Austin,1.0,2006-01-01,2006-01,2006-Q1,2006.0,2010-01-21,2010-01-21
236,/organization/3leaf,3Leaf,http://www.3leafsystems.com,|Web Hosting|, Web Hosting ," 65,000,000 ",acquired,USA,CA,SF Bay Area,Santa Clara,3.0,2004-06-01,2004-06,2004-Q2,2004.0,2005-01-01,2008-09-22
34100,/organization/purigen-biosystems,Purigen Biosystems,,|Biotechnology|, Biotechnology ," 1,030,000 ",operating,USA,CA,CA - Other,Alviso,2.0,,,,,2013-04-19,2014-08-05
50861,,,,,,,,,,,,,,,,,,
30139,/organization/oligasis,Oligasis,http://www.oligasis.com,|Biotechnology|, Biotechnology ," 1,836,044 ",operating,USA,CA,SF Bay Area,Palo Alto,1.0,,,,,2009-07-13,2009-07-13
50241,,,,,,,,,,,,,,,,,,
23992,/organization/lifesum,Lifesum,http://lifesum.com,|Social Media|Internet|Android|iPhone|Personal Health|Fitness|Health and Wellness|, Personal Health ," 6,700,000 ",operating,SWE,,Stockholm,Stockholm,1.0,2008-11-01,2008-11,2008-Q4,2008.0,2014-04-14,2014-04-14
13372,/organization/emithilahaat,eMithilaHaat,http://www.emithilahaat.com/,|Fashion|Interior Design|Social Commerce|Art|, Art ," 5,000 ",operating,IND,,IND - Other,Darbhanga,1.0,2013-12-07,2013-12,2013-Q4,2013.0,2013-10-25,2013-10-25
31029,/organization/overlay-studio,Overlay Studio,,|Internet|Software|Apps|Design|, Apps ," 800,000 ",operating,USA,UT,Salt Lake City,Provo,1.0,2013-01-01,2013-01,2013-Q1,2013.0,2013-09-01,2013-09-01
26923,/organization/mitek-systems,Mitek Systems,http://www.miteksystems.com,|Mobile Software Tools|Mobile Payments|Mobile|Mobile Commerce|Software|, Mobile Payments ," 15,750,000 ",operating,USA,CA,San Diego,San Diego,2.0,,,,,2010-10-01,2011-05-20
3674,/organization/attractive-black-singles-llc,Attractive Black Singles LLC,,|Media|, Media , -   ,operating,USA,NC,Greensboro,Greensboro,1.0,2012-04-12,2012-04,2012-Q2,2012.0,2012-07-14,2012-07-14
15785,/organization/fontacto,Fontacto,http://fontacto.com,|Telecommunications|Communications Hardware|Messaging|, Telecommunications ," 30,000 ",operating,USA,CA,SF Bay Area,Mountain View,2.0,2012-02-01,2012-02,2012-Q1,2012.0,2011-10-15,2012-04-01
15343,/organization/firststring,FirstString,http://www.firststring.com,|High Schools|Tracking|Soccer|Sports|, High Schools ," 200,000 ",operating,USA,CA,Los Angeles,Los Angeles,1.0,2011-08-01,2011-08,2011-Q3,2011.0,2008-03-01,2008-03-01
8089,/organization/chicago-internet-marketing,Chicago Internet Marketing,http://chicagointernetmarketing.net,|Internet|, Internet ," 10,000 ",operating,USA,IL,Chicago,Chicago,1.0,2013-09-13,2013-09,2013-Q3,2013.0,2014-09-07,2014-09-07
21388,/organization/io-semiconductor,IO Semiconductor,http://www.iosemi.com,|Semiconductors|, Semiconductors ," 1,000,000 ",operating,USA,CA,San Diego,San Diego,1.0,2008-01-01,2008-01,2008-Q1,2008.0,2010-03-31,2010-03-31
43588,/organization/topicmarks,Topicmarks,http://topicmarks.com,|Personalization|Knowledge Management|Natural Language Processing|Education|Curated Web|, Natural Language Processing ," 150,000 ",acquired,,,,,1.0,2009-01-01,2009-01,2009-Q1,2009.0,2011-03-18,2011-03-18
52635,,,,,,,,,,,,,,,,,,
25469,/organization/market-wire,Market Wire,http://www.marketwired.com/,|Advertising|, Advertising ," 28,150,000 ",operating,USA,CA,Los Angeles,El Segundo,4.0,1994-01-01,1994-01,1994-Q1,1994.0,1990-11-30,2003-09-30
5402,/organization/bitcast,Bitcast,http://www.bitcast.io,|Tutoring|Video|Education|, Tutoring , -   ,operating,USA,CA,SF Bay Area,San Francisco,1.0,2013-07-01,2013-07,2013-Q3,2013.0,2013-06-01,2013-06-01
24956,/organization/luxury-penny-investments,Luxury Penny Investments,,|Finance|, Finance ," 16,500 ",operating,USA,SC,Myrtle Beach,Florence,1.0,2014-07-01,2014-07,2014-Q3,2014.0,2014-07-16,2014-07-16
40103,/organization/splinter-me,Splinter.me,http://splinter.me,|Recruiting|Employment|Social Recruiting|Social Media|, Recruiting ," 20,000 ",operating,EGY,,Alexandria,Alexandria,1.0,2011-09-21,2011-09,2011-Q3,2011.0,2013-01-15,2013-01-15
46122,/organization/viglink,VigLink,http://www.viglink.com,|Monetization|Advertising|, Monetization ," 27,337,143 ",operating,USA,CA,SF Bay Area,San Francisco,5.0,2009-03-19,2009-03,2009-Q1,2009.0,2009-06-01,2014-11-25
4488,/organization/bathempire,BathEmpire,http://www.bathempire.com,|E-Commerce|, E-Commerce ," 12,879,637 ",operating,GBR,,Coventry,Coventry,1.0,2009-04-01,2009-04,2009-Q2,2009.0,2013-07-08,2013-07-08
49228,/organization/ziva-software,Ziva Software,http://www.zook.in,|Mobile|, Mobile ," 1,700,000 ",closed,IND,,Bangalore,Bangalore,1.0,2005-01-01,2005-01,2005-Q1,2005.0,2007-03-14,2007-03-14
26527,/organization/microarrays,Microarrays,http://microarrays.com,|Biotechnology|, Biotechnology ," 1,000,000 ",operating,USA,AL,Huntsville,Huntsville,1.0,1999-01-01,1999-01,1999-Q1,1999.0,2010-08-27,2010-08-27
30448,/organization/onstream-media,Onstream Media,http://www.onstreammedia.com,|Content Delivery|Curated Web|, Curated Web ," 900,000 ",operating,USA,FL,Ft. Lauderdale,Pompano Beach,1.0,1993-01-01,1993-01,1993-Q1,1993.0,2010-09-24,2010-09-24
53074,,,,,,,,,,,,,,,,,,
25691,/organization/maxtena,Maxtena,http://www.maxtena.com,|Aerospace|Drones|Mobile|, Aerospace ," 2,662,571 ",operating,USA,MD,"Washington, D.C.",Rockville,3.0,2006-01-01,2006-01,2006-Q1,2006.0,2012-11-29,2013-06-20
28824,/organization/nettalk,netTALK,http://www.nettalk.com,|Hardware + Software|, Hardware + Software ," 9,250,000 ",operating,USA,FL,Miami,Miami,5.0,2008-09-08,2008-09,2008-Q3,2008.0,2009-01-30,2014-09-17
19826,/organization/ideagen,Ideagen,http://www.ideagenplc.com,|Software|, Software ," 1,150,000 ",operating,GBR,,GBR - Other,Matlock,1.0,1997-01-01,1997-01,1997-Q1,1997.0,2005-05-18,2005-05-18
